Fiche technique,Famille,Sous famille
SEMOULE AUX LEGUMES */ ,09-GARNITURES,FECULENTS
SEMOULE COUSCOUS  + LÉGUMES */,09-GARNITURES,FECULENTS
SEMOULE MAROCAINE   ,09-GARNITURES,FECULENTS
SPAGHETTI AU BEURRE */,09-GARNITURES,FECULENTS
SPIRALE SEMI-COMPLETE AU BEURRE/* ,09-GARNITURES,FECULENTS
TABOULE FACON INCA  CHAUD */ ,09-GARNITURES,FECULENTS
TAGLIATELLE AU BASILIC*/ ,09-GARNITURES,FECULENTS
TAGLIATELLE AU BEURRE*/ ,09-GARNITURES,FECULENTS
TORSADE  */,09-GARNITURES,FECULENTS
TORSADE  SCE FORESTIÈRE BOX/* PV,09-GARNITURES,FECULENTS
TRUFFADE / *   ,09-GARNITURES,FECULENTS
TRUFFADE SANS PORC /*,09-GARNITURES,FECULENTS
FLAGEOLETS CAMPAGNARDS */,09-GARNITURES,FECULENTS / LEGUMES VERTS
GRATIN MONTS DU LYONNAIS (S/S PORC)*/ ,09-GARNITURES,FECULENTS / LEGUMES VERTS
GRATIN MONTS DU LYONNAIS */ ,09-GARNITURES,FECULENTS / LEGUMES VERTS
LENTILLE A LA CREOLE */FT UCP,09-GARNITURES,FECULENTS / LEGUMES VERTS
LENTILLES AUX HERBES */,09-GARNITURES,FECULENTS / LEGUMES VERTS
LENTILLES BASSE T°C*/,09-GARNITURES,FECULENTS / LEGUMES VERTS
POIREAU A LA CREME */,09-GARNITURES,FECULENTS / LEGUMES VERTS
PRINTANIERE DE LEGUMES  * / PDS,09-GARNITURES,FECULENTS / LEGUMES VERTS
PRINTANIERE DE LEGUMES  VAPEUR */ ,09-GARNITURES,FECULENTS / LEGUMES VERTS
PRINTANIERE DE LEGUMES *,09-GARNITURES,FECULENTS / LEGUMES VERTS
PRINTANIÈRE DE LEGUMES */FT UCP,09-GARNITURES,FECULENTS / LEGUMES VERTS
PUREE DE PT POIS A LA MENTHE,09-GARNITURES,FECULENTS / LEGUMES VERTS
RIZ PAELLA */ VÉGÉT,09-GARNITURES,FECULENTS / LEGUMES VERTS
SALADE DE THON AUX PATES /*,09-GARNITURES,FECULENTS / LEGUMES VERTS
TAGLIATELLE  PAELLA /*,09-GARNITURES,FECULENTS / LEGUMES VERTS
AUBERGINE A LA CATALANE,09-GARNITURES,LEGUMES VERTS
AUBERGINE A LA CATALANE  (FRAIS),09-GARNITURES,LEGUMES VERTS
AUBERGINES CONFITES,09-GARNITURES,LEGUMES VERTS
BANANE PLANTIN,09-GARNITURES,LEGUMES VERTS
BROCOLIS AU BEURRE  (FRAIS),09-GARNITURES,LEGUMES VERTS
BROCOLIS BEURRE CORIANDE/BADIAE,09-GARNITURES,LEGUMES VERTS
BROCOLIS BEURRE CORIANDE/BADIANE  (FRAIS),09-GARNITURES,LEGUMES VERTS
BROCOLIS NATURE,09-GARNITURES,LEGUMES VERTS
BROCOLIS VAPEUR,09-GARNITURES,LEGUMES VERTS
BROCOLIS VAPEUR  (FRAIS),09-GARNITURES,LEGUMES VERTS
CARDONS GRATINES,09-GARNITURES,LEGUMES VERTS
CAROTTE AUX OIGNONS,09-GARNITURES,LEGUMES VERTS
CAROTTE BRAISEE,09-GARNITURES,LEGUMES VERTS
CAROTTE CUBE AU BEURRE,09-GARNITURES,LEGUMES VERTS
CAROTTE FORESTIERE,09-GARNITURES,LEGUMES VERTS
CAROTTE FRAICHE AU CURCUMA,09-GARNITURES,LEGUMES VERTS
CAROTTE FRAICHE AUX PTS OIGNONS,09-GARNITURES,LEGUMES VERTS
CAROTTE FRAICHE PERSILLEE,09-GARNITURES,LEGUMES VERTS
CAROTTE FRAICHE VAPEUR,09-GARNITURES,LEGUMES VERTS
CAROTTE VAPEUR,09-GARNITURES,LEGUMES VERTS
CAROTTE VICHY FRAICHE,09-GARNITURES,LEGUMES VERTS
CHAMPIGNONS A LA CREME,09-GARNITURES,LEGUMES VERTS
CHAMPIGNONS MIGNATURES PERSILLÉS,09-GARNITURES,LEGUMES VERTS
CHAMPIGNONS PERSILLÉS,09-GARNITURES,LEGUMES VERTS
CHAMPIGNONS SAUTES,09-GARNITURES,LEGUMES VERTS
CHOUCROUTE (PORC),09-GARNITURES,LEGUMES VERTS
CHOUCROUTE VEGE,09-GARNITURES,LEGUMES VERTS
CHX BLANC A L'ETOUFFE VEGET,09-GARNITURES,LEGUMES VERTS
CHX BLANC BRAISE FRAIS,09-GARNITURES,LEGUMES VERTS
CHX BRUXELLE AU BEURRE,09-GARNITURES,LEGUMES VERTS
CHX BRUXELLE AU BEURRE FRAIS,09-GARNITURES,LEGUMES VERTS
CHX DE BRUXELLE AU LARD,09-GARNITURES,LEGUMES VERTS
CHX DE BRUXELLE AU LARD FRAIS,09-GARNITURES,LEGUMES VERTS
CHX DE BRUXELLE VAPEUR,09-GARNITURES,LEGUMES VERTS
CHX DE BRUXELLE VAPEUR FRAIS,09-GARNITURES,LEGUMES VERTS
CHX FLEUR A L'ITALIENNE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR AIL/GRUYERE (FRAIS),09-GARNITURES,LEGUMES VERTS
CHX FLEUR AU CITRON,09-GARNITURES,LEGUMES VERTS
CHX FLEUR BEURRE/VANILLE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR FRAIS BEURRE/VANILLE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR FRAIS POLONAISE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR ITALIENNE FRAIS,09-GARNITURES,LEGUMES VERTS
CHX FLEUR PERSILLE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR SAFRANE,09-GARNITURES,LEGUMES VERTS
CHX FLEUR VAPEUR,09-GARNITURES,LEGUMES VERTS
CHX FLEUR/BROCOLIS AUX LARDONS,09-GARNITURES,LEGUMES VERTS
CHX FLEUR/BROCOLIS AUX LARDONS FRAIS,09-GARNITURES,LEGUMES VERTS
CHX FLEURS A LA POLONAISE,09-GARNITURES,LEGUMES VERTS
CHX FLEURS VAPEUR,09-GARNITURES,LEGUMES VERTS
CHX ROMANESCO,09-GARNITURES,LEGUMES VERTS
CHX ROMANESCO VAPEUR,09-GARNITURES,LEGUMES VERTS
CHX ROUGE A L'ETOUFFE VEGET,09-GARNITURES,LEGUMES VERTS
CHX ROUGE FRAIS A L'ETOUFFE VEGET,09-GARNITURES,LEGUMES VERTS
CHX ROUGE/BEURRE DE BETTERAVE,09-GARNITURES,LEGUMES VERTS
COTES BLETTES PROVENCALE,09-GARNITURES,LEGUMES VERTS
COTES DE BLETTES NATURE /*,09-GARNITURES,LEGUMES VERTS
COTES DE BLETTES ROMAINE,09-GARNITURES,LEGUMES VERTS
COTES DE BLETTES SAUTEES,09-GARNITURES,LEGUMES VERTS
COURGE ROTIE 4G,09-GARNITURES,LEGUMES VERTS
COURGETTE A L'INDIENNE FRAIS,09-GARNITURES,LEGUMES VERTS
COURGETTE ANTIBOISE,09-GARNITURES,LEGUMES VERTS
COURGETTE ANTIBOISE FRAIS,09-GARNITURES,LEGUMES VERTS
COURGETTE PROVENCALE,09-GARNITURES,LEGUMES VERTS
COURGETTE VAPEUR,09-GARNITURES,LEGUMES VERTS
COURGETTE VAPEUR FRAIS,09-GARNITURES,LEGUMES VERTS
COURGETTES A L'INDIENNE,09-GARNITURES,LEGUMES VERTS
COURGETTES PROVENCALE FRAIS,09-GARNITURES,LEGUMES VERTS
CURRY/LEGUMES,09-GARNITURES,LEGUMES VERTS
DUO/CAROTTES,09-GARNITURES,LEGUMES VERTS
DUO/CHOUX,09-GARNITURES,LEGUMES VERTS
DUO/HARICOT VERT,09-GARNITURES,LEGUMES VERTS
ENDIVE A LA BECHAMEL,09-GARNITURES,LEGUMES VERTS
ENDIVES A LA TOMATE */,09-GARNITURES,LEGUMES VERTS
ENDIVES A LA TOMATE */ (FRAIS),09-GARNITURES,LEGUMES VERTS
ENDIVES BRAISEES GRATINEES*/,09-GARNITURES,LEGUMES VERTS
ENDIVES BRAISEES PDS /*,09-GARNITURES,LEGUMES VERTS
EPINARD LYONNAISE /*,09-GARNITURES,LEGUMES VERTS
EPINARD NATURE /*,09-GARNITURES,LEGUMES VERTS
EPINARDS A LA CREME */,09-GARNITURES,LEGUMES VERTS
FAGOT HARICOTS VERTS */FT UCP,09-GARNITURES,LEGUMES VERTS
FENOUIL PERSILLEE /*,09-GARNITURES,LEGUMES VERTS
FOND D'ARTICHAUD PERSILLES,09-GARNITURES,LEGUMES VERTS
FONDS D'ARTICHAUT PERSILLES PDS /*,09-GARNITURES,LEGUMES VERTS
FONDS D'ARTICHAUTS ENTIER FORESTIERE /*,09-GARNITURES,LEGUMES VERTS
FONDUE POIREAUX/ POIS CHICHE*/ (VEGET)   ,09-GARNITURES,LEGUMES VERTS
GRATIN CHX BRUXELLE FRAIS,09-GARNITURES,LEGUMES VERTS
GRATIN CHX DE BRUXELLE,09-GARNITURES,LEGUMES VERTS
GRATIN CHX FLEUR/BROCOLIS,09-GARNITURES,LEGUMES VERTS
GRATIN CHX FLEUR/BROCOLIS FRAIS,09-GARNITURES,LEGUMES VERTS
GRATIN CREMEUX CAROTTE/BROCOLIS/2022,09-GARNITURES,LEGUMES VERTS
GRATIN DE BLETTE,09-GARNITURES,LEGUMES VERTS
GRATIN DE BROCOLIS */,09-GARNITURES,LEGUMES VERTS
GRATIN DE BROCOLIS */ (FRAIS),09-GARNITURES,LEGUMES VERTS
GRATIN DE CHOU BLANC /*,09-GARNITURES,LEGUMES VERTS
GRATIN DE CHOU FLEUR /*,09-GARNITURES,LEGUMES VERTS
GRATIN DE CHOU FLEUR /* (FRAIS),09-GARNITURES,LEGUMES VERTS
GRATIN DE CHX FLEUR,09-GARNITURES,LEGUMES VERTS
GRATIN DE COURGETTES */,09-GARNITURES,LEGUMES VERTS
GRATIN DE COURGETTES */ (FRAIS),09-GARNITURES,LEGUMES VERTS
GRATIN DE LEGUMES /*,09-GARNITURES,LEGUMES VERTS
GRATIN DE LEGUMES /* (FRAIS),09-GARNITURES,LEGUMES VERTS
HARICOT BEURRE PERSILLE /*,09-GARNITURES,LEGUMES VERTS
HARICOT BEURRE VAPEUR */,09-GARNITURES,LEGUMES VERTS
HARICOT PANACHE */ ,09-GARNITURES,LEGUMES VERTS
HARICOT PANACHE /* PDS,09-GARNITURES,LEGUMES VERTS
HARICOT VERT A LA PROVENCALE */,09-GARNITURES,LEGUMES VERTS
HARICOT VERT A LA TOMATE */,09-GARNITURES,LEGUMES VERTS
HARICOT VERT MAITRE D'HOTEL*,09-GARNITURES,LEGUMES VERTS
HARICOT VERT PERSILLE */,09-GARNITURES,LEGUMES VERTS
HARICOT VERT SCE GARLIC,09-GARNITURES,LEGUMES VERTS
HARICOT VERT VAPEUR */,09-GARNITURES,LEGUMES VERTS
HARICOT VERT*/ PDS ,09-GARNITURES,LEGUMES VERTS
JULIENNE DE LEGUMES  VAPEUR*/ ,09-GARNITURES,LEGUMES VERTS
JULIENNE DE LEGUMES */ ,09-GARNITURES,LEGUMES VERTS
JULIENNE DE LEGUMES */  PDS,09-GARNITURES,LEGUMES VERTS
LEGUMES  VAPEUR  /*,09-GARNITURES,LEGUMES VERTS
MOUSSE DE COURGETTE /*,09-GARNITURES,LEGUMES VERTS
NAVET AU  JUS */ PDS,09-GARNITURES,LEGUMES VERTS
NAVET ET CAROTTE GLACES  */ PDS,09-GARNITURES,LEGUMES VERTS
NAVET ET CAROTTE GLACES */,09-GARNITURES,LEGUMES VERTS
NAVETS AU JUS  */,09-GARNITURES,LEGUMES VERTS
NAVETS GLACES */,09-GARNITURES,LEGUMES VERTS
PANAIS ROTI,09-GARNITURES,LEGUMES VERTS
PETITS POIS A L'ETUVE */,09-GARNITURES,LEGUMES VERTS
PETITS POIS A L'INDIENNE,09-GARNITURES,LEGUMES VERTS
PETITS POIS A LA BRETONNE *,09-GARNITURES,LEGUMES VERTS
PETITS POIS A LA FRANCAISE /*,09-GARNITURES,LEGUMES VERTS
PETITS POIS A LA PAYSANNE */,09-GARNITURES,LEGUMES VERTS
PETITS POIS BEURRE MENTHE */ BOCUSE,09-GARNITURES,LEGUMES VERTS
PETITS POIS CAROTTE   */ PDS,09-GARNITURES,LEGUMES VERTS
PETITS POIS CAROTTES */,09-GARNITURES,LEGUMES VERTS
POELEE ASIATIQUE,09-GARNITURES,LEGUMES VERTS
POELEE ASIATIQUE  (PDS),09-GARNITURES,LEGUMES VERTS
POELEE ASIATIQUE */FT UCP,09-GARNITURES,LEGUMES VERTS
POELEE BROCOLIS/CHAMPIGNON */ PDS,09-GARNITURES,LEGUMES VERTS
POELEE BROCOLIS/CHAMPIGNONS */ ,09-GARNITURES,LEGUMES VERTS
POELEE CAMPAGNARDE,09-GARNITURES,LEGUMES VERTS
POELEE CAMPAGNARDE (PDS),09-GARNITURES,LEGUMES VERTS
POELEE DE LEGUME */FT UCP,09-GARNITURES,LEGUMES VERTS
POELEE DE LEGUME DE SAISON */ (FRAIS),09-GARNITURES,LEGUMES VERTS
POELEE DE LEGUMES AUX EPICES*/ ,09-GARNITURES,LEGUMES VERTS
POELEE DE LEGUMES AUX EPICES*/ (FRAIS),09-GARNITURES,LEGUMES VERTS
POELEE DE LEGUMES PDS,09-GARNITURES,LEGUMES VERTS
POELEE FORESTIERE */FT UCP,09-GARNITURES,LEGUMES VERTS
POELEE HIVERNALE /NOEL 2024,09-GARNITURES,LEGUMES VERTS
POELEE LEGUMES VAPEUR /*,09-GARNITURES,LEGUMES VERTS
POELEE MERIDIONALE*/,09-GARNITURES,LEGUMES VERTS
POELEE MERIDIONALE*/PDS,09-GARNITURES,LEGUMES VERTS
POIREAU NATURE */ PDS,09-GARNITURES,LEGUMES VERTS
POIREAU NATURE /*,09-GARNITURES,LEGUMES VERTS
POIS GOURMANDS */ PDS,09-GARNITURES,LEGUMES VERTS
POIS GOURMANDS SAUTES */,09-GARNITURES,LEGUMES VERTS
POTE DE CHOU AUX TOMATES  (VEGET),09-GARNITURES,LEGUMES VERTS
PUREE D' AUBERGINE ( PENJAB) /* ,09-GARNITURES,LEGUMES VERTS
PUREE DE CAROTTE,09-GARNITURES,LEGUMES VERTS
RAMEQUIN DE BROCOLI FORESTIÈRE */,09-GARNITURES,LEGUMES VERTS
RATATOUILLE FRAICHE  */,09-GARNITURES,LEGUMES VERTS
RATATOUILLE NICOISE  */,09-GARNITURES,LEGUMES VERTS
RISOTTO DE CAROTTES,09-GARNITURES,LEGUMES VERTS
SALSIFIS A LA TOMATE */ ,09-GARNITURES,LEGUMES VERTS
SALSIFIS A LA TOMATES */ ,09-GARNITURES,LEGUMES VERTS
SALSIFIS AU GRATIN/*,09-GARNITURES,LEGUMES VERTS
SALSIFIS AU JUS ,09-GARNITURES,LEGUMES VERTS
SALSIFIS CREME PERSILLEES /*,09-GARNITURES,LEGUMES VERTS
SALSIFIS VAPEUR */ ,09-GARNITURES,LEGUMES VERTS
SAUTE DE BROCOLIS CORIANDRE */,09-GARNITURES,LEGUMES VERTS
SAUTE DE BROCOLIS CORIANDRE */ (FRAIS),09-GARNITURES,LEGUMES VERTS
SOUFFLE DE CAROTTE */,09-GARNITURES,LEGUMES VERTS
SOUFFLE DE CHX FLEUR */,09-GARNITURES,LEGUMES VERTS
SOUFFLE DE COURGE */ ,09-GARNITURES,LEGUMES VERTS
SOUFFLE DE COURGE */ (FRAIS),09-GARNITURES,LEGUMES VERTS
SOUFFLE DE COURGE */ 4G,09-GARNITURES,LEGUMES VERTS
SOUFFLE DE COURGETTE  /* (FRAIS),09-GARNITURES,LEGUMES VERTS
SOUFFLE DE COURGETTES  /*,09-GARNITURES,LEGUMES VERTS
SOUFFLE DE POTIRON */ ,09-GARNITURES,LEGUMES VERTS
TIAN DE LEGUMES */,09-GARNITURES,LEGUMES VERTS
TOMATE AU CHEVRE    */      PDS,09-GARNITURES,LEGUMES VERTS
TOMATE GRILLEE  */PDS( 1/2 TOMATE),09-GARNITURES,LEGUMES VERTS
TOMATE GRILLÉE (1TOMATE),09-GARNITURES,LEGUMES VERTS
TOMATE GRILLEE AU CHEVRE,09-GARNITURES,LEGUMES VERTS
TOMATE GRILLEE AUX HERBES,09-GARNITURES,LEGUMES VERTS
TOMATE MOZARELLA  GARNITURE  PDS*/ ,09-GARNITURES,LEGUMES VERTS
TOMATE MOZARELLA*/,09-GARNITURES,LEGUMES VERTS
TOMATE PROVENCALE */ PDS,09-GARNITURES,LEGUMES VERTS
TOMATE PROVENÇALE /* (1 TOMATE PAR PERS),09-GARNITURES,LEGUMES VERTS
TOMATE PROVENÇALE /* (1/2 TOMATE),09-GARNITURES,LEGUMES VERTS
TOMATE ROTI BEURRE HOTELIER */ BOCUSE,09-GARNITURES,LEGUMES VERTS
TOMATE SOUFFLEE,09-GARNITURES,LEGUMES VERTS
TOMATE SUISSE,09-GARNITURES,LEGUMES VERTS
TOMATES CERISES CONFITES /*,09-GARNITURES,LEGUMES VERTS
TRIO DE LEGUME */,09-GARNITURES,LEGUMES VERTS
TRIO DE LEGUME */ PDS,09-GARNITURES,LEGUMES VERTS
ASSIETTE DE FROMAGE,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
BRIE,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
BUCHE DU PILAT,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
BUCHETTE DE CHEVRE (UNE POUR 6),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
BUCHETTE MELANGEE,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
CAMEMBERT PORTION,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
CARRE DE L'EST ARRET FOURNISSEUR,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
CARRE DEMI SEL,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
CHAVROUX PORTION,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
COULOMMIERS,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
FROMAGE FRAIS AIL ET FINE HERBE*/,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
KIRI*/( PORTION),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
PAVE D'AFFINOIS *( PORTION),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
RONDELE */( PORTION),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
SAINT MARCELLIN */,10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
SAINT MORET*/( PORTION),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
TARTARE AUX FINES HERBES */( PORTIONS),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
VACHE QUI RIT */( PORTIONS),10-FROMAGES/YAOURTS,FROMAGE PATE MOLLE
BLEU D'AUVERGNE,10-FROMAGES/YAOURTS,FROMAGE PATE PERSILLEE
BRESSE BLEU,10-FROMAGES/YAOURTS,FROMAGE PATE PERSILLEE
FOURME D'AMBERT */,10-FROMAGES/YAOURTS,FROMAGE PATE PERSILLEE
MORBIER,10-FROMAGES/YAOURTS,FROMAGE PATE PERSILLEE
ROQUEFORT */( PORTION),10-FROMAGES/YAOURTS,FROMAGE PATE PERSILLEE
CANTAL,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
COMTE,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
EMMENTAL ENTIER /PDS,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
REBLOCHON */,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
SAINT NECTAIRE */,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
SAINT-PAULIN */,10-FROMAGES/YAOURTS,FROMAGE PATE PRESSEE
CERVELLE DE CANUT,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
FAISSELLE FERMIERE,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
FAISSELLE FERMIERE */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
FROMAGE BLANC BATTU PORTION */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
FROMAGE BLANC VRAC,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
PETITS SUISSES AUX FRUITS */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
PETITS SUISSES NATURE */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
PETITS SUISSES SUCRES  */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT AUX FRUITS,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT BIFIDUS */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT BIO CITRON 125GR,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT BIO VANILLE/CITRON,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT FERMIER AUX FRUITS */ (125 GR),10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT FERMIER NATURE */,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT FERMIERS (N+F),10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT NATURE,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT NATURE BRASSE BIO FERMIER,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT SAVEUR D'AUTREFOIS CITRON,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT SAVEUR D'AUTREFOIS FRAISE ,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT SAVEUR D'AUTREFOIS VANILLE,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT SUR LIT D'ABRICOT/MANGUE */ (150 GR),10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURT SUR LIT DE FRAISE/CERISE*/ (150 GR),10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 1,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 2,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 3,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 4,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 5,10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
YAOURTS 6 (BAS COUT),10-FROMAGES/YAOURTS,YAOURTS & FROM.BLANCS
FROMAGE BLANC A LA BANANE */,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC A LA FRAMBOISE */,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC A LA MANGUE */,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC AU KIWI */,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC AUX FRAISES */,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC COMPOTE DE PECHE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC COMPOTE DE POIRE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC COMPOTE DE POMME,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC COULIS DE FRUITS /* ,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC COULIS EXOTIQUE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC CREME DE MARRONS  /*,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC FRUIT  ROUGE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC PECHE COULIS,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
FROMAGE BLANC POIRE COULIS,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE (RELIQUAT DE FRUITS),11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE ABRICOT/CERISE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE BANANE/FRAMBOISE/LAIT COCO,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE COCO/LITCHEE/MANGUE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE FROMAGE BLANC/FRAISE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE FRUITS EXOTIQUES,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE FRUITS ROUGES,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE FRUITS/POMMES/GINGEMBRE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE GREEN TONIC,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE MELON,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE MELON /MENTHE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
SMOOTHIE ORANGE/POMME/KIWI/CANNELLE,11-DESSERT LACTÉ/FRUIT,DESSERT LACTE DRESSE
BA VANILLE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
COMPOTE ABRICOTS INDIV,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
COMPOTE DE POMME/BANANE INDIV,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
COMPOTE POMME/ABRICOT INDIV,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
COMPOTE POMME/BANANE INDIV,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
COMPOTE POMMES/FRAMBOISES INDIV,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
CREME AU CARAMEL,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
CREME BRULEE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
CREME DESSERT CHOCOLAT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
CREME DESSERT VANILLE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERT SOJA,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 1,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 2,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 3,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 4,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 5,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DESSERTS 6,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
DOLCE VITA CAFE/CHOCOLAT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
FLAMBY */,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
FLAN CARAMEL,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
FLAN VANILLE/CHOCOLAT,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
GATEAU DE RIZ PORTION*/,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
GATEAU DE SEMOULE PORTION*/,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
LIEGEOIS CAFE,11-DESSERT LACTÉ/FRUIT,DESSERT OPERCULÉ
